id,date,proposalx,d1e1,d2e1,d3e1,turnoutx,titel_kurz_d,age,age_category,part,vote_x,educ
1260777.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,60.0,class55,did,no answer,5
1260778.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,53.0,class45,did,yes (accepted),5
1260779.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,53.0,class45,did,yes (accepted),9
1260780.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,65.0,class65,did,no (rejected),9
1260781.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,79.0,class75,did,yes (accepted),9
1260782.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,81.0,class75,did,yes (accepted),5
1260783.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,61.0,class55,did,yes (accepted),9
1260784.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,53.0,class45,did,yes (accepted),5
1260785.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,75.0,class75,did,yes (accepted),2
1260786.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,80.0,class75,did,yes (accepted),5
1260787.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,71.0,class65,did,no (rejected),7
1260788.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,50.0,class45,did not,,9
1260789.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,58.0,class55,did not,,9
1260790.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,38.0,class35,did not,,5
1260791.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,64.0,class55,did,yes (accepted),9
1260792.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,58.0,class55,did not,,5
1260793.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,68.0,class65,did,yes (accepted),5
1260794.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,34.0,class25,did,yes (accepted),8
1260795.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,51.0,class45,did,no (rejected),9
1260796.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,26.0,class25,did not,,9
1260797.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,45.0,class45,did not,,5
1260798.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,46.0,class45,did,yes (accepted),9
1260799.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,37.0,class35,did,yes (accepted),5
1260800.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,58.0,class55,did,yes (accepted),5
1260801.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,31.0,class25,did,yes (accepted),9
1260802.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,51.0,class45,did,yes (accepted),6
1260803.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,52.0,class45,did not,,8
1260804.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,37.0,class35,did not,,5
1260805.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,64.0,class55,did not,,3
1260806.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,22.0,class18,did,yes (accepted),5
1260807.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,49.0,class45,did,yes (accepted),5
1260808.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,65.0,class65,did,yes (accepted),9
1260809.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,23.0,class18,did,don’t know,5
1260810.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,56.0,class55,did,yes (accepted),9
1260811.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,27.0,class25,did not,,9
1260812.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,48.0,class45,did,yes (accepted),9
1260813.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,50.0,class45,did,yes (accepted),9
1260814.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,34.0,class25,did,yes (accepted),9
1260815.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,51.0,class45,did not,,2
1260816.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,49.0,class45,did,no (rejected),9
1260817.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,21.0,class18,did,yes (accepted),6
1260818.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,81.0,class75,did,yes (accepted),9
1260819.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,53.0,class45,did,don’t know,9
1260820.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,59.0,class55,did,no (rejected),9
1260821.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,69.0,class65,did,no (rejected),2
1260822.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,48.0,class45,did,yes (accepted),5
1260823.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,60.0,class55,did,yes (accepted),5
1260824.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,63.0,class55,did,yes (accepted),5
1260825.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,76.0,class75,did,yes (accepted),5
1260826.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,26.0,class25,did not,,5
1260827.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,67.0,class65,did,yes (accepted),9
1260828.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,69.0,class65,did,yes (accepted),5
1260829.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,57.0,class55,did,yes (accepted),5
1260830.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,38.0,class35,did not,,9
1260831.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,20.0,class18,did,yes (accepted),5
1260832.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,50.0,class45,did,yes (accepted),8
1260833.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,40.0,class35,did,yes (accepted),5
1260834.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,51.0,class45,did not,,8
1260835.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,52.0,class45,did,voted blank / did not vote for this voting proposal,5
1260836.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,42.0,class35,did,yes (accepted),9
1260837.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,54.0,class45,did,yes (accepted),8
1260838.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,45.0,class45,did,yes (accepted),9
1260839.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,91.0,class75,did,no (rejected),5
1260840.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,66.0,class65,did,don’t know,5
1260841.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,74.0,class65,did,yes (accepted),5
1260842.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,72.0,class65,did,yes (accepted),5
1260843.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,69.0,class65,did,yes (accepted),5
1260844.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,80.0,class75,did,yes (accepted),5
1260845.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,42.0,class35,did not,,9
1260846.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,18.0,class18,did,yes (accepted),6
1260847.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,52.0,class45,did not,,8
1260848.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,19.0,class18,did not,,2
1260849.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,59.0,class55,did,yes (accepted),5
1260850.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,71.0,class65,did,yes (accepted),5
1260851.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,20.0,class18,did,yes (accepted),5
1260852.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,46.0,class45,did,yes (accepted),9
1260853.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,36.0,class35,did,yes (accepted),9
1260854.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,45.0,class45,did not,,9
1260855.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,47.0,class45,did,yes (accepted),5
1260856.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,51.0,class45,did,yes (accepted),8
1260857.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,72.0,class65,did not,,2
1260858.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,29.0,class25,did,yes (accepted),9
1260859.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,43.0,class35,did,yes (accepted),9
1260860.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,64.0,class55,did,yes (accepted),10
1260861.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,22.0,class18,did,yes (accepted),9
1260862.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,46.0,class45,did not,,5
1260863.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,72.0,class65,did,yes (accepted),2
1260864.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,59.0,class55,did,yes (accepted),5
1260865.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,40.0,class35,did not,,7
1260866.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,50.0,class45,did,yes (accepted),9
1260867.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,70.0,class65,did,yes (accepted),9
1260868.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,20.0,class18,did,yes (accepted),6
1260869.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,84.0,class75,did,yes (accepted),5
1260870.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,53.0,class45,did,yes (accepted),8
1260871.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,62.0,class55,did,yes (accepted),8
1260872.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,50.0,class45,did,don’t know,2
1260873.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,30.0,class25,did not,,5
1260874.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,33.0,class25,did not,,5
1260875.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,44.0,class35,did not,,5
1260876.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,31.0,class25,did,yes (accepted),5
1260877.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,52.0,class45,did not,,2
1260878.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,62.0,class55,did not,,6
1260879.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,60.0,class55,did,yes (accepted),5
1260880.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,28.0,class25,did,yes (accepted),9
1260881.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,52.0,class45,did,yes (accepted),6
1260882.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,87.0,class75,did,yes (accepted),2
1260883.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,54.0,class45,did,yes (accepted),9
1260884.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,84.0,class75,did,yes (accepted),5
1260885.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,69.0,class65,did,yes (accepted),9
1260886.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,55.0,class55,did,yes (accepted),8
1260887.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,50.0,class45,did,yes (accepted),10
1260888.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,67.0,class65,did not,,5
1260889.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,50.0,class45,did,yes (accepted),5
1260890.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,40.0,class35,did,yes (accepted),7
1260891.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,64.0,class55,did,yes (accepted),10
1260892.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,79.0,class75,did,yes (accepted),5
1260893.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,25.0,class25,did,yes (accepted),9
1260894.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,42.0,class35,did not,,8
1260895.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,46.0,class45,did not,,5
1260896.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,29.0,class25,did,yes (accepted),5
1260897.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,53.0,class45,did not,,6
1260898.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,66.0,class65,did,yes (accepted),9
1260899.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,51.0,class45,did not,,5
1260900.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,63.0,class55,did,yes (accepted),6
1260901.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,63.0,class55,did,no (rejected),2
1260902.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,40.0,class35,did not,,5
1260903.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,68.0,class65,did,yes (accepted),9
1260904.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,58.0,class55,did,yes (accepted),5
1260905.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,77.0,class75,did,no (rejected),5
1260906.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,72.0,class65,did,yes (accepted),5
1260907.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,48.0,class45,did,yes (accepted),9
1260908.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,49.0,class45,did,yes (accepted),8
1260909.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,43.0,class35,did,yes (accepted),9
1260910.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,84.0,class75,did,yes (accepted),5
1260911.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,48.0,class45,did not,,8
1260912.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,55.0,class55,did,yes (accepted),5
1260913.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,42.0,class35,did not,,9
1260914.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,40.0,class35,did,yes (accepted),9
1260915.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,79.0,class75,did not,,10
1260916.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,82.0,class75,did not,,5
1260917.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,57.0,class55,did not,,5
1260918.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,28.0,class25,did,yes (accepted),5
1260919.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,83.0,class75,did,yes (accepted),5
1260920.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,54.0,class45,did,don’t know,5
1260921.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,19.0,class18,did not,,2
1260922.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,65.0,class65,did,yes (accepted),6
1260923.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,18.0,class18,did,yes (accepted),2
1260924.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,78.0,class75,did,voted blank / did not vote for this voting proposal,8
1260925.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,68.0,class65,did,no (rejected),8
1260926.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,56.0,class55,did,yes (accepted),4
1260927.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,45.0,class45,did not,,10
1260928.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,48.0,class45,did,no answer,9
1260929.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,25.0,class25,did,no (rejected),6
1260930.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,49.0,class45,did,yes (accepted),8
1260931.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,58.0,class55,did,yes (accepted),8
1260932.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,74.0,class65,did,yes (accepted),9
1260933.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,30.0,class25,did not,,5
1260934.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,50.0,class45,did,don’t know,6
1260935.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,49.0,class45,did not,,5
1260936.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,81.0,class75,did,no (rejected),6
1260937.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,43.0,class35,did,yes (accepted),9
1260938.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,71.0,class65,did,yes (accepted),1
1260939.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,51.0,class45,did,yes (accepted),5
1260940.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,81.0,class75,did not,,5
1260941.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,75.0,class75,did not,,4
1260942.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,68.0,class65,did,yes (accepted),8
1260943.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,57.0,class55,did,voted blank / did not vote for this voting proposal,5
1260944.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,59.0,class55,did,don’t know,5
1260945.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,53.0,class45,did not,,9
1260946.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,41.0,class35,did,yes (accepted),9
1260947.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,70.0,class65,did,yes (accepted),6
1260948.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,59.0,class55,did not,,9
1260949.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,53.0,class45,did,yes (accepted),9
1260950.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,64.0,class55,did,yes (accepted),5
1260951.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,45.0,class45,did,yes (accepted),5
1260952.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,73.0,class65,did,no (rejected),5
1260953.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,47.0,class45,did not,,9
1260954.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,90.0,class75,did,yes (accepted),5
1260955.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,72.0,class65,did,yes (accepted),8
1260956.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,83.0,class75,did,yes (accepted),1
1260957.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,85.0,class75,did not,,2
1260958.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,39.0,class35,did,yes (accepted),5
1260959.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,48.0,class45,did not,,5
1260960.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,76.0,class75,did not,,9
1260961.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,62.0,class55,did,yes (accepted),8
1260962.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,79.0,class75,did,yes (accepted),3
1260963.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,60.0,class55,did,yes (accepted),9
1260964.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,64.0,class55,did not,,5
1260965.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,38.0,class35,did,yes (accepted),5
1260966.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,63.0,class55,did,yes (accepted),9
1260967.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,51.0,class45,did not,,2
1260968.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,79.0,class75,did not,,2
1260969.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,21.0,class18,did,no (rejected),6
1260970.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,38.0,class35,did,yes (accepted),5
1260971.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,54.0,class45,did,no (rejected),8
1260972.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,36.0,class35,did not,,2
1260973.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,71.0,class65,did,yes (accepted),5
1260974.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,19.0,class18,did,yes (accepted),2
1260975.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,70.0,class65,did,yes (accepted),5
1260976.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,55.0,class55,did,yes (accepted),5
1260977.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,65.0,class65,did,yes (accepted),9
1260978.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,30.0,class25,did,yes (accepted),10
1260979.0,2017-09-24,613,5,NaN,NaN,47.111999,Bundesbeschluss über die Ernährungssicherheit,63.0,class55,did not,,8
