"cities","cenv_Total number of hours of sunshine per day","cenv_Average temperature of warmest month - degrees","cenv_Average temperature of coldest month - degrees","cenv_Rainfall - litre/m²","cenv_Number of days ozone O3 concentrations exceed 120 µg/m³","cenv_Number of hours nitrogen dioxide NO2 concentrations exceed 200 µg/m³","cenv_Number of days particulate matter PM10 concentrations exceed 50 µg/m³","cenv_Accumulated ozone concentration in excess 70 µg/m³","cenv_Annual average concentration of NO2 (µg/m³)","cenv_Annual average concentration of PM10 (µg/m³)","cenv_Total use of water - m³","cenv_Price of a m³ of domestic water - Euro","cenv_Share of the urban wastewater load (in population equivalents) treated according to the applicable standard -%","cenv_Share of population connected to potable drinking water system - %","cenv_Share of population connected to sewerage treatment system - %","cenv_Municipal waste generated (domestic and commercial), total - 1000 t","cenv_Share of land (%): continuous residential urban fabric","cenv_Share of land (%): discontinuous residential urban fabric","cenv_Share of land (%): industrial, commercial, public, military and private units","cenv_Share of land (%): transport infrastructure","cenv_Share of land (%): other artificial areas","cenv_Share of land (%): green urban areas and sports and leisure facilities","cenv_Share of land (%): agricultural areas","cenv_Share of land (%): natural areas","clivcon_Private households (excluding institutional households)","clivcon_Proportion of households that are 1-person households","clivcon_One person households","clivcon_Average size of households","clivcon_Proportion of households that are lone-parent households","clivcon_Lone parent private households (with children aged 0 to under 18)","clivcon_Proportion of households that are lone-pensioner households","clivcon_Lone pensioner (above retirement age) households","clivcon_Proportion of households with children aged 0-17","clivcon_Households with children aged 0 to under 18","clivcon_Lone parent households per 100 households with children aged 0-17","clivcon_Population living in private households (excluding institutional households)","clivcon_Median disposable annual household income - EUR","clivcon_Average disposable annual household income - EUR","clivcon_Share of persons living in households with very low work intensity - %","clivcon_Share of persons at risk of poverty after social transfers -%","clivcon_Share of severely materially deprived persons -%","clivcon_Share of persons at risk of poverty or social exclusion -%","clivcon_Number of conventional dwellings","clivcon_Number of houses","clivcon_Number of apartments","clivcon_Proportion of households living in houses","clivcon_Number of households living in houses","clivcon_Proportion of households living in apartments","clivcon_Number of households living in apartments","clivcon_Proportion of households living in owned dwellings","clivcon_Households owning their own dwelling","clivcon_Households in social housing","clivcon_Households in private rented housing","clivcon_Dwellings lacking basic amenities","clivcon_Average area of living accommodation - m²/person","clivcon_Empty conventional dwellings","clivcon_Number of people in accommodation for the homeless","clivcon_Average annual rent for housing per m² - EUR","clivcon_Average price for buying a house - EUR","clivcon_Average price for buying an apartment - EUR","clivcon_Average price for buying a house per m2 - EUR","clivcon_Average price for buying an apartment per m2 - EUR","clivcon_Number of murders and violent deaths","clma_Activity rate","clma_Activity rate, male","clma_Economically active population, male","clma_Activity rate, female","clma_Economically active population, female","clma_Persons unemployed, total","clma_Unemployment rate, male","clma_Persons unemployed, male","clma_Unemployment rate, female","clma_Persons unemployed, female","clma_Unemployment rate","clma_Economically active population, 55-64, total","clma_Economically active population, 55-64, male","clma_Economically active population, 55-64, female","clma_Economically active population, 20-64, total","clma_Economically active population, 20-64, male","clma_Economically active population, 20-64, female","clma_Persons employed, 20-64, total","clma_Persons employed, 20-64, male","clma_Persons employed, 20-64, female","clma_Persons employed, 55-64, total","clma_Persons employed, 55-64, male","clma_Persons employed, 55-64, female","clma_Employment (jobs) in agriculture, fishery (NACE Rev. 2, A)","clma_Employment (jobs) in mining, manufacturing, energy (NACE Rev. 2, B-E)","clma_Total employment/jobs (workplace based)","clma_Employment (jobs) in construction (NACE Rev. 2, F)","clma_Employment (jobs) in trade, transport, hotels, restaurants (NACE Rev. 2, G to I)","clma_Employment (jobs) in information and communication (NACE Rev. 2, J)","clma_Employment (jobs) in financial and insurance activities (NACE Rev. 2, K)","clma_Employment (jobs) in real estate activities (NACE Rev. 2, L)","clma_Employment (jobs) in professional, scientific and technical activities; administrative and support service activities (NACE Rev. 2, M and N)","clma_Employment (jobs) in public administration, defence, education, human health and social work activities (NACE Rev. 2, O to Q)","clma_Employment (jobs) in arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies (NACE Rev. 2, R to T)","cpop1_Population on the 1st of January, total","cpop1_Population on the 1st of January, male","cpopcb_Nationals as a proportion of population","cpopcb_Nationals","cpopcb_EU foreigners as a proportion of population","cpopcb_EU foreigners","cpopcb_Non-EU foreigners as a proportion of population","cpopcb_Non-EU foreigners","cpopcb_Foreigners as a proportion of population","cpopcb_Native-born as a proportion of population","cpopcb_Native-born","cpopcb_Foreign-born as a proportion of population","cpopcb_Foreign-born","cpopcb_Foreign-born in a EU country","cpopcb_Foreign-born in a non-EU country","cpopcb_Foreigners","cpopcb_Population with the place of residence in the same dwelling, in the year before","cpopcb_Population with the place of residence in another dwelling in the same city/FUA, in the year before","cpopcb_Population with the place of residence in another dwelling outside the current city/FUA in the same country, in the year before","cpopcb_Population with the place of residence in another EU country, in the year before","cpopcb_Population with the place of residence outside the EU, in the year before","ctour_Number of cinema seats per 1000 residents","ctour_Number of cinema seats (total capacity)","ctour_Cinema attendance (per year)","ctour_Number of museum visitors (per year)","ctour_Number of theatres","ctour_Number of public libraries (all distribution points)","ctour_Number of public swimming pools (indoor and outdoor, excluding beaches)","ctour_Total nights spent in tourist accommodation establishments","ctour_Number of bed-places in tourist accommodation establishments","ctour_Number of available beds per 1000 residents","ctour_Nights spent in tourist accommodation establishments by residents","ctour_Total nights spent in tourist accommodation establishments per resident population","ctour_Nights spent in tourist accommodation establishments by non-residents","ctran_Share of journeys to work by car -%","ctran_Share of journeys to work by motorcycle -%","ctran_Share of journeys to work by bicycle -%","ctran_Share of journeys to work by foot -%","ctran_Share of journeys to work by public transport (rail, metro, bus, tram) -%","ctran_Share of journeys to work by car or motorcycle -%","ctran_Average time of journey to work - minutes","ctran_Average length of journey to work by private car - km","ctran_Number of registered cars per 1000 population","ctran_Number of private cars registered","ctran_People killed in road accidents per 10000 pop.","ctran_Number of deaths in road accidents","ctran_People commuting into the city","ctran_People commuting out of the city","ctran_Length of bicycle network (dedicated cycle paths and lanes) - km","ctran_Cost of a combined monthly ticket (all modes of public transport) for 5-10 km in the central zone - EUR","ctran_Cost of a taxi ride of 5 km to the centre at day time - EUR"
"Kraków","",20.2,-1.4,619.0,4.0,0.0,121.0,2078.0,26.1,46.8,56845500.0,0.99,"","","",394.2,"","","","","","","","",320925.0,35.14,112782.0,2.32,3.21,10295.0,11.99,38468.0,23.62,75801.0,13.58,744255.0,"","","","","","",458246.0,"","","","","","","","","","",7429.0,32.8,21028.0,538.0,"",161860.0,1572.0,"","",11.0,"","","","","",9963.0,"",5083.0,"",4880.0,"","","","","","","","","","","","","",351.0,45753.0,525738.0,21543.0,78808.0,31141.0,17040.0,4597.0,57806.0,91360.0,6718.0,806201.0,376279.0,99.5,755469.0,0.1,689.0,0.2,1453.0,0.3,98.1,744368.0,1.7,13243.0,4844.0,8399.0,2142.0,"","","","","",14.74,11883.0,3146717.0,6123333.0,14.0,71.0,15.0,1820788.0,28153.0,35.17,"",2.27,"","","","","","","","","",722.86,582769.0,0.12,10.0,"","",318.8,22.06,3.71
"Limerick (greater city)","","","","",1.0,0.0,"",1285.0,12.4,"","","","",94.0,93.0,"","","","","","","","","",22203.0,"",6388.0,"","",1879.0,"",1649.0,"",6451.0,"",55025.0,"","","","","","",26392.0,19765.0,5996.0,"",17788.0,"",3881.0,"",13178.0,2747.0,5455.0,24.0,"",4092.0,228.0,"","","","","",4.0,"","",14100.0,"",10800.0,6400.0,"",4500.0,"",1900.0,"",2900.0,1600.0,1300.0,23600.0,13000.0,10600.0,18000.0,9400.0,8600.0,2400.0,1300.0,1100.0,77.0,1352.0,25867.0,790.0,8202.0,808.0,997.0,185.0,2905.0,9185.0,1366.0,56980.0,27897.0,"",48816.0,"",4968.0,"",3196.0,"","",47901.0,"",9079.0,6008.0,3071.0,8164.0,"","","","","","",1213.0,"",97373.0,2.0,4.0,2.0,"","","","","","",65.0,0.3,2.8,22.4,5.3,65.3,19.7,12.5,"",21369.0,"",1.0,15213.0,6182.0,15.7,"",10.0
"Linz (greater city)","","","","",14.0,0.0,21.0,3233.0,27.3,24.4,"","","","","","","","","","","","","","",103131.0,51.74,53362.0,1.86,4.93,5086.0,14.88,15347.0,18.13,18702.0,27.19,192169.0,"","","","","","",112867.0,"","","","","","","","","","","","","","","","","","","","",60.04,66.5,52955.0,54.24,48041.0,8170.0,8.56,4535.0,7.57,3635.0,8.09,10881.0,6246.0,4635.0,95581.0,49938.0,45643.0,87888.0,45675.0,42213.0,10015.0,5659.0,4356.0,"","",177800.0,"","","","","","","","",193814.0,92693.0,82.6,160024.0,6.4,12457.0,11.0,21333.0,17.4,76.1,147466.0,23.9,46348.0,16306.0,30042.0,33790.0,"","","","","","","","","","","","",765235.0,5599.0,28.89,"",3.95,"","","","","","","","","","","",0.41,8.0,"","","","",""
"Lisboa (greater city)","","","","","","","","","","","","","","","",1031.17,"","","","","","","","",795188.0,30.01,238652.0,2.33,2.79,22189.0,42.68,339377.0,14.98,119130.0,18.63,1856343.0,"","","","","","",1011890.0,160385.0,84775.0,"",136292.0,"",634499.0,60.69,482598.0,42888.0,254533.0,6173.0,40.51,794071.0,"",14.0,583685.42,323965.26,3333.82,3480.88,22.0,"","",455882.0,"",433115.0,78397.0,8.29,37771.0,9.38,40626.0,8.82,126737.0,63060.0,63677.0,855069.0,414447.0,440622.0,778821.0,377884.0,400937.0,111151.0,54659.0,56492.0,10878.0,58638.0,343994.0,67090.0,376670.0,101365.0,36752.0,33614.0,349970.0,99847.0,47668.0,1965363.0,922885.0,99.5,1874746.0,3.6,68255.0,16.6,314385.0,20.2,82.3,1549745.0,17.3,325001.0,57926.0,267075.0,382640.0,1566497.0,195686.0,56831.0,7572.0,4396.0,13.31,25765.0,4527541.0,4526233.0,77.0,"","",4425742.0,49586.0,26.15,1387199.0,2.33,3038543.0,55.28,0.97,0.18,8.58,33.76,56.26,33.24,"","","",0.18,34.0,637113.0,435522.0,"",49.3,""
"Ljubljana","","","","",29.0,0.0,23.0,5528.0,28.5,24.9,28446351.0,0.58,13.0,100.0,89.0,212.0,"","","","","","","","",130575.0,42.51,55512.0,2.17,5.05,6597.0,13.93,18184.0,22.84,29821.0,22.12,283299.0,"","","","","","",129816.0,33605.0,93333.0,29.74,37095.0,65.46,81641.0,62.49,78106.0,7510.0,4485.0,2177.0,27.4,23050.0,226.0,"",386555.0,237503.0,3123.0,4013.0,7.0,54.22,59.46,73550.0,49.43,65909.0,7669.0,5.57,4094.0,5.42,3575.0,5.5,18594.0,10417.0,8177.0,136856.0,71866.0,64990.0,129272.0,67827.0,61445.0,18056.0,8309.0,7034.0,528.0,26192.0,248432.0,14426.0,58180.0,20063.0,12219.0,2548.0,37568.0,65558.0,11150.0,297575.0,144220.0,86.1,256288.0,1.3,3778.0,12.6,37509.0,13.9,77.2,229600.0,22.8,67975.0,9925.0,58050.0,41287.0,270076.0,418.0,14289.0,1647.0,5395.0,8.99,2675.0,674507.0,1186285.0,12.0,30.0,3.0,540195.0,15822.0,53.54,78629.0,1.83,461566.0,75.0,"","","",9.6,75.6,30.36,26.49,546.43,162605.0,0.07,2.0,"","",362.0,37.0,6.2
"London","","","","",0.8,0.0,5.5,780.0,36.7,18.5,"","","","","",3582.91,"","","","","","","","",3512847.0,26.98,903222.0,2.53,7.32,244956.0,10.13,339097.0,33.42,1118728.0,21.9,8896546.0,"","","","","","",3556180.0,1584710.0,1968790.0,48.34,1579008.0,50.49,1649118.0,49.55,1618315.0,785993.0,819085.0,"","",22481.0,"","","",16564169.0,"","",141.0,68.13,74.97,2652800.0,61.39,2208400.0,241600.0,4.82,127900.0,6.32,137400.0,4.97,491600.0,266000.0,225600.0,4581100.0,2496200.0,2084900.0,4370200.0,2388500.0,1981600.0,550200.0,249100.0,214300.0,600.0,139400.0,5280836.0,189400.0,1292500.0,414600.0,367700.0,145600.0,1318100.0,1142800.0,257100.0,8866541.0,4423889.0,78.4,6406780.0,11.2,913775.0,10.4,853395.0,21.6,63.3,5175677.0,36.7,2998264.0,840940.0,2157324.0,1767150.0,"","","","","","","","","","","",130.0,"","","","","","",31.9,1.2,4.3,9.3,52.6,33.1,"","",282.79,2507333.0,0.13,112.0,"","","","",""
"Luxembourg (greater city)","","","","",5.0,0.0,2.0,1545.0,33.5,20.8,"","","","","","",5.38,15.61,12.89,9.5,1.61,5.58,19.52,29.92,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",115227.0,47792.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lyon (greater city)","","","","",18.25,0.0,24.3,3359.0,30.6,24.1,"","","",100.0,"",449.0,7.15,24.43,14.35,10.59,1.61,6.77,24.88,10.22,613116.0,45.16,276860.0,2.07,5.68,34494.0,12.92,78447.0,23.8,144463.0,23.88,1268972.0,22900.0,26650.0,15.2,16.6,"","",693194.0,87214.0,595218.0,13.35,81854.0,85.06,521499.0,41.04,251600.0,121341.0,225879.0,2310.0,41.0,54200.0,468.0,"",546193.0,255839.0,5161.0,4130.0,21.0,59.72,64.74,327830.0,55.28,316632.0,77508.0,11.53,37805.0,12.54,39703.0,12.03,78777.0,38624.0,40152.0,619804.0,314395.0,305409.0,547606.0,279317.0,268289.0,70940.0,34513.0,36427.0,718.0,69281.0,701063.0,35826.0,143023.0,45324.0,28986.0,13508.0,125951.0,204137.0,34307.0,1296104.0,618834.0,88.0,1140622.0,2.7,34716.0,9.3,120766.0,12.0,80.0,1036804.0,20.0,259300.0,43252.0,216048.0,155482.0,1121461.0,97070.0,23216.0,2785.0,7604.0,20.04,25975.0,4254221.0,42654.0,41.0,67.0,44.0,5963727.0,35806.0,28.19,"",4.6,"",49.0,1.5,6.7,10.1,32.7,50.5,29.0,14.0,431.68,559497.0,0.15,19.0,212389.0,84197.0,"","",12.8
"Madrid (greater city)","","","","",38.27,2.4,2.1,5779.0,30.3,17.7,215665633.0,1.77,"","","",1266.44,8.98,12.3,8.32,9.57,8.46,10.87,4.62,36.88,1735412.0,29.45,511101.0,2.55,2.87,49809.0,12.4,215193.0,24.7,428663.0,11.62,4426967.0,"",23681.0,"","","","",1935988.0,38317.0,1492640.0,"","","","",73.2,966566.0,"",264131.0,11343.0,33.47,153101.0,"",160.81,803128.0,354705.0,3689.0,3931.0,12.0,59.55,65.53,1206772.0,54.32,1197760.0,214152.0,9.04,109042.0,8.78,105110.0,8.91,355443.0,182130.0,173312.0,2308318.0,1157540.0,1150778.0,2104493.0,1054317.0,1050176.0,309086.0,161436.0,147650.0,13523.0,143118.0,3101217.0,205036.0,775812.0,287211.0,91370.0,55834.0,714780.0,646812.0,167721.0,4501429.0,2122932.0,83.0,3736308.0,3.4,155013.0,13.6,610108.0,17.0,72.8,3279216.0,26.1,1173360.0,125045.0,1048315.0,765121.0,3667156.0,544827.0,80413.0,17226.0,159316.0,17.33,88639.0,12845670.0,9993816.0,52.0,107.0,57.0,22751955.0,100676.0,20.08,8332319.0,4.54,14419636.0,"","","","","",40.6,31.21,"",396.65,1785501.0,0.15,66.0,"","",284.0,51.3,""
"Maribor","","","","","","","","","","",9499679.0,0.75,10.0,94.0,90.0,69.0,"","","","","","","","",53605.0,43.9,23534.0,2.04,4.85,2601.0,16.12,8640.0,20.15,10801.0,24.08,109433.0,"","","","","","",52893.0,16699.0,35616.0,33.61,17323.0,61.09,31489.0,61.69,31618.0,3760.0,1487.0,1027.0,29.2,9121.0,65.0,"",204259.0,121286.0,1757.0,2277.0,0.0,50.6,56.36,28634.0,45.13,22263.0,3921.0,7.01,2007.0,8.6,1914.0,7.7,7381.0,4431.0,2950.0,49929.0,27988.0,21941.0,46097.0,26027.0,20070.0,6845.0,3383.0,2366.0,207.0,13269.0,64719.0,5257.0,12766.0,2536.0,1250.0,498.0,9044.0,17316.0,2576.0,113747.0,56740.0,84.6,96252.0,1.2,1394.0,14.2,16101.0,15.4,78.2,88950.0,21.8,24797.0,4680.0,20117.0,17495.0,103244.0,762.0,5748.0,782.0,2350.0,37.16,4227.0,279082.0,327121.0,3.0,22.0,2.0,196397.0,4989.0,44.28,43054.0,1.74,153343.0,82.6,"","","","",82.6,22.38,19.39,521.72,59344.0,0.18,2.0,"","",146.0,36.0,7.23
"Marseille (greater city)","","","","",20.0,0.0,22.0,4853.0,33.0,29.2,"","","",100.0,"",432.0,"","","","","","","","",457182.0,43.19,197451.0,2.09,7.91,35815.0,15.51,70208.0,25.19,113976.0,31.42,955006.0,20380.0,23430.0,21.7,23.7,"","",512725.0,92359.0,416566.0,18.76,85790.0,80.57,368351.0,44.55,203656.0,73521.0,168498.0,1517.0,40.0,38879.0,627.0,"",487697.0,188949.0,5455.0,3276.0,30.0,52.55,57.28,217818.0,48.42,209245.0,57388.0,13.33,29035.0,13.55,28353.0,13.44,64245.0,31847.0,32398.0,409775.0,207767.0,202008.0,355466.0,180378.0,175087.0,56707.0,27882.0,28826.0,552.0,22635.0,406824.0,22973.0,90858.0,11514.0,14970.0,9186.0,54663.0,156232.0,23240.0,976483.0,464284.0,88.9,868252.0,1.5,14959.0,9.6,93272.0,11.1,77.2,754080.0,22.8,222403.0,23711.0,198692.0,108231.0,880104.0,58484.0,12163.0,845.0,3071.0,12.61,12312.0,2087414.0,281485.0,2.0,15.0,35.0,4168918.0,21718.0,22.67,"",4.27,"",57.6,5.3,2.0,9.3,25.7,63.0,35.0,19.0,427.17,417126.0,0.34,33.0,84252.0,48594.0,"","",13.25
"Milano (greater city)","","","","","","","","","","",476100893.0,"","","","",1650.77,"","","","","","","","",1720886.0,31.77,591071.0,2.07,3.68,68559.0,"","",43.51,809483.0,8.47,3561155.0,"","","","","","",1696845.0,1822581.0,"",92.25,1716307.0,"","",67.66,1258836.0,"",355113.0,15684.0,39.37,123957.0,"","","","","","",9.0,49.96,56.88,972087.0,43.55,815027.0,100060.0,4.93,47919.0,6.4,52142.0,5.6,379138.0,204241.0,174896.0,1704212.0,918196.0,786016.0,1610793.0,873671.0,737122.0,359947.0,195568.0,164379.0,14393.0,258237.0,1758000.0,106353.0,537922.0,139589.0,96405.0,35729.0,423508.0,161821.0,57070.0,3565055.0,1740275.0,85.4,3042917.0,2.2,77626.0,12.5,444512.0,14.6,83.0,2959946.0,17.0,605109.0,79832.0,525277.0,522138.0,"","","","","","","","",5203957.0,"",233.0,"",17667773.0,138408.0,38.83,5622875.0,4.96,12044898.0,59.07,4.77,4.75,8.26,23.13,63.84,34.8,"",585.18,2086015.0,0.29,102.0,1031817.0,742995.0,312.0,"",""
"München",5.8,20.0,1.0,972.3,21.0,0.0,9.5,3541.0,26.7,18.9,93127000.0,1.64,100.0,100.0,99.93,545.2,9.0,27.11,13.92,10.85,2.15,14.14,17.57,5.25,806000.0,50.37,452585.0,0.35,2.98,30491.0,14.14,110366.0,18.11,151569.0,20.12,1473000.0,33972.0,43452.0,6.4,11.0,"","",842898.0,93478.0,749420.0,12.77,105492.0,82.85,684219.0,20.92,172756.0,44000.0,518800.0,"",44.4,"",3052.0,14.8,1399882.15,652647.63,10678.11,9427.65,10.0,64.44,70.23,477000.0,59.03,441000.0,40000.0,4.19,20000.0,4.54,20000.0,4.36,116247.0,59513.0,56734.0,866000.0,449000.0,417000.0,828000.0,430000.0,398000.0,112724.0,57497.0,55226.0,961.0,166000.0,1166000.0,40000.0,198000.0,122000.0,70000.0,15464.0,191000.0,237000.0,74000.0,1505005.0,737442.0,71.5,1076575.0,12.4,187600.0,15.5,235000.0,28.5,67.3,1017700.0,32.7,494800.0,187700.0,307100.0,428430.0,1309400.0,83900.0,51000.0,14800.0,37300.0,9.93,14939.0,2917226.0,5515736.0,13.0,64.0,17.0,7034040.0,80072.0,53.95,4814745.0,4.74,2219295.0,35.4,1.4,12.8,6.4,44.0,36.8,26.9,11.3,345.61,522736.0,0.11,16.0,393827.0,186104.0,525439.0,62.5,17.0
"Napoli (greater city)","","","","","","","","","","",233852851.0,"","","","",1456.14,"","","","","","","","",1074435.0,20.56,224115.0,2.61,6.54,71299.0,"","",50.65,552143.0,12.91,2801272.0,"","","","","","",1041100.0,1170535.0,"",96.17,1048324.0,"","",54.73,596642.0,"",330505.0,23664.0,30.49,128976.0,"","","","","","",14.0,43.94,56.33,698781.0,32.49,435470.0,152017.0,11.31,79009.0,16.77,73008.0,13.4,233596.0,148834.0,84762.0,1076156.0,658925.0,417230.0,933668.0,585015.0,348653.0,210099.0,136093.0,74006.0,48030.0,110510.0,656565.0,60170.0,261722.0,25251.0,14551.0,6443.0,104787.0,131779.0,25335.0,2977204.0,1446178.0,95.7,2849045.0,0.5,15608.0,3.8,112551.0,4.3,95.3,2837888.0,4.7,139316.0,22107.0,117209.0,128159.0,"","","","","","","","",8946728.0,"",165.0,"",5760243.0,44829.0,15.03,2742190.0,1.93,3018053.0,59.31,5.88,0.99,17.28,16.51,65.2,28.11,"",644.58,1922891.0,0.34,100.0,470183.0,457396.0,19.2,"",""
"Ostrava","","","","",23.0,0.0,84.0,4314.0,21.7,40.8,"",2.63,1.0,1.0,90.0,100.89,8.13,10.8,15.1,7.76,2.66,8.53,32.01,15.02,132610.0,36.71,48682.0,2.16,"","","","","","","",286034.0,4869.0,4923.0,10.0,15.0,10.0,22.0,137469.0,23268.0,112885.0,"","","","","","","","",10077.0,21.94,9828.0,1087.0,58.0,349.0,685.0,"","",6.0,55.15,60.69,74902.0,50.04,66979.0,18236.0,12.3,9215.0,13.47,9021.0,12.85,"","","","","","",120990.0,64122.0,56868.0,17093.0,9383.0,7710.0,"","","","","","","","","","","",279791.0,136137.0,95.2,285378.0,1.1,3421.0,1.7,5109.0,2.8,91.2,273217.0,7.3,21947.0,16255.0,5672.0,8530.0,"","","","","",11.01,3300.0,440000.0,131000.0,6.0,27.0,13.0,421600.0,4627.0,15.44,"",1.41,"","","","","","","",36.0,"",378.48,113400.0,0.31,9.0,35663.0,8339.0,79.0,18.01,6.16
"Paris (greater city)","","","","","","","","","","","","","",100.0,"",4188.0,21.7,20.86,17.28,16.4,1.05,14.75,3.46,4.5,4574512.0,40.51,1853147.0,2.23,6.65,301622.0,11.96,541894.0,27.73,1256976.0,24.0,10179090.0,24380.0,29900.0,10.5,16.5,"","",5168908.0,947567.0,4125216.0,19.57,895447.0,78.56,3593800.0,43.43,1986934.0,1087608.0,1364133.0,35070.0,37.0,371009.0,2529.0,"",477604.0,365560.0,4979.0,6707.0,115.0,63.61,67.63,2709584.0,59.98,2652538.0,609212.0,10.91,295491.0,11.83,313721.0,11.36,786145.0,394614.0,391530.0,5172659.0,2602349.0,2570309.0,4596507.0,2325298.0,2271209.0,704722.0,352734.0,351988.0,3831.0,330157.0,5298886.0,269036.0,1144379.0,429694.0,340872.0,108834.0,954931.0,1406531.0,310621.0,10353710.0,4993407.0,83.1,8609019.0,3.8,398598.0,13.0,1346093.0,16.9,74.0,7659703.0,26.0,2694007.0,452208.0,2241799.0,1744691.0,9232265.0,762216.0,70733.0,18994.0,61103.0,20.14,208555.0,35526645.0,7971090.0,345.0,539.0,339.0,71423725.0,352012.0,33.39,"",6.9,"",35.7,3.3,3.4,7.8,49.9,39.0,44.0,27.0,356.17,3687726.0,0.17,175.0,722207.0,223247.0,"","",9.1
"Porto (greater city)","","","","","","","","","","","","","","","",517.58,"","","","","","","","",394196.0,24.66,97221.0,2.43,2.47,9721.0,46.36,182734.0,16.42,64721.0,15.02,957662.0,"","","","","","",485998.0,161357.0,33410.0,"",146188.0,"",228480.0,61.01,240503.0,24980.0,125711.0,7779.0,43.2,393896.0,"",11.0,257052.1,232100.02,1967.34,2541.36,5.0,"","",232708.0,"",229268.0,50546.0,9.95,23158.0,11.95,27388.0,10.94,59617.0,32866.0,26751.0,446251.0,219748.0,226503.0,397252.0,197439.0,199813.0,49000.0,26887.0,22113.0,3600.0,56061.0,159548.0,27792.0,159514.0,33845.0,6004.0,11510.0,122892.0,45458.0,20620.0,1017569.0,481423.0,99.6,967110.0,0.9,8935.0,6.4,62966.0,7.3,92.0,893342.0,7.6,73768.0,17404.0,56364.0,71901.0,831408.0,81512.0,34046.0,3077.0,1596.0,14.83,14955.0,2353806.0,4018326.0,26.0,"","",1861226.0,23163.0,23.75,807915.0,1.91,1053311.0,63.7,0.96,0.29,11.05,22.16,64.66,25.21,"","","",0.22,22.0,254262.0,213077.0,"",36.0,""
"Praha","","","","",20.0,0.0,22.8,3908.0,22.8,24.7,78609000.0,2.94,1.0,1.0,97.0,438.8,11.36,10.06,12.12,9.8,1.51,12.56,32.55,10.03,571621.0,38.47,219905.0,2.12,6.92,39580.0,11.22,64119.0,21.87,125020.0,31.66,1214106.0,6607.0,7619.0,4.0,5.0,4.0,9.0,587832.0,83700.0,498289.0,14.58,83354.0,84.43,482608.0,40.24,230020.0,37529.0,265051.0,65454.0,22.08,45664.0,1254.0,99.0,1080.0,2128.0,"","",22.0,59.86,64.67,335251.0,55.39,309392.0,9435.0,7.02,4600.0,6.59,4800.0,6.81,"","","",723025.0,396322.0,326703.0,676706.0,371113.0,305593.0,110100.0,52152.0,47798.0,"","","","","","","","","","","",1275406.0,623121.0,87.0,1080546.0,3.6,44084.0,9.6,118707.0,13.1,85.7,1063790.0,15.1,188010.0,63663.0,124144.0,162791.0,"","","","","",16.03,19900.0,1800000.0,3150000.0,82.0,78.0,62.0,12948091.0,77972.0,62.8,"",10.43,"","","","","","","",38.0,"",540.67,671335.0,0.13,17.0,142617.0,24291.0,224.0,21.87,6.96
"Prešov","","","","","","","","","","",3766228.0,2.79,"",90.6,96.0,41.69,6.81,7.96,9.06,3.97,0.64,5.47,30.68,35.42,28509.0,"",5655.0,"","",926.0,"",2593.0,"",7074.0,"",88718.0,"","","","","","",32028.0,5797.0,24780.0,"",5346.0,"",23155.0,"",23559.0,155.0,757.0,"",18.4,1354.0,"","",239058.0,96394.0,"",1668.0,0.0,"","",22838.0,"",20827.0,6065.0,"",3304.0,"",2761.0,"",6072.0,3297.0,2775.0,42789.0,22372.0,20417.0,35130.0,19171.0,17712.0,5424.0,2912.0,2512.0,337.0,10702.0,42799.0,3166.0,11917.0,745.0,603.0,706.0,3778.0,8807.0,2038.0,83897.0,40176.0,98.7,83698.0,0.8,707.0,0.4,368.0,1.3,95.2,80779.0,4.5,3778.0,2242.0,1536.0,1075.0,"","",819.0,59.0,42.0,16.65,1473.0,98795.0,35556.0,4.0,1.0,9.0,50241.0,2022.0,22.86,34035.0,0.57,16206.0,"","","","","","",19.2,"",292.63,24822.0,0.11,1.0,30709.0,9707.0,15.4,16.6,5.11
"Rijeka","","","","","","","","","","",22692000.0,1.91,"",90.6,89.0,42.9,"","","","","","","","",46871.0,35.75,16758.0,2.17,3.72,1738.0,12.67,5919.0,23.57,11007.0,15.79,101651.0,"","","","","","",47964.0,"","","","","","",91.32,42654.0,1780.0,5402.0,170.0,27.0,10345.0,27.0,129.0,192322.0,63250.0,1796.0,2748.0,8.0,64.78,74.08,31242.0,56.87,28232.0,2796.0,3.54,1107.0,5.98,1689.0,4.7,8087.0,5076.0,3011.0,54985.0,28309.0,26676.0,52865.0,27219.0,25646.0,9241.0,4327.0,2587.0,112.0,6630.0,58817.0,3002.0,17553.0,1847.0,3020.0,681.0,8040.0,14710.0,3222.0,102415.0,47670.0,99.0,112466.0,0.3,300.0,0.7,821.0,1.0,84.1,95517.0,15.9,18073.0,2415.0,15657.0,1123.0,"","","","","",17.35,1777.0,205461.0,178897.0,11.0,11.0,4.0,185088.0,4905.0,42.57,48729.0,1.61,136359.0,"","","","","","","","",495.76,50773.0,0.29,3.0,"","",0.0,48.0,9.0
